Index,Yorum,Duygu
6782,"Çok güzel bir ürün. Bence profesyonel bir çalışma sergilemeyecek, veya böyle bir performans beklemeyen her kişi tercihini üründen yana yapabilir",1
6783,üründen memnunuz,1
6784,Siparişi verdiğimin ertesi günü ürün elimdeydi. Her şey için teşekkür ederim..,1
6785,"Kısa sürede elime ulaştı.Hiçbir sorun yaşamadan kullanmaya başladım. Telefonumla uyumlu olduğu için bağlantı problemi vs. yaşamadım... Önceki yorumlarda belirtilen cihazın üst kısmındaki aç kapa düğmesinin çok hassas olduğu konusuna şüphe ile bakıyordum , ama kullanırken bir sıkıntı yaşamadım.Kullanımı rahat kolay özellikle araç içi kullanımı benim için en önemli alma sebebiydi.Belki tek olumsuz konu kulaklık kablo boyunun biraz kısa kalması... Memnunum tavsiye ederim...",1
6786,valla bilgisayar öyle hızlandı ki işlemci yetişemiyor harddiske alın hemen,1
6787,süper u fiyata gercekten cok iyi,1
6788,TAM İSTEDİĞİM GİBİ MÜKEMMEL ÇALIŞIYOR.,1
6789,bu fiyata bu kalite targus farkı daima arkadaşlar şiddetle öneriyorum elime 2 gün önce geçti bu kadar ummuyurdum kalitenin adresi hepsiburada farkı iyi ki varsın hepsiburada,1
6790,yeni bilgisayar almayın ssd yi hepsiburadadan alın,1
6791,Ürün aynı anlatıldığı gibi. İlk kez dpi tuşunun ne işe yaradığını bu farede gördüm. Sessiz çalışma özelliği çok hoşuma gitti. Diğer farelerle kıyasladığım zaman gerçekten de fark edilir şekilde sesi az çıkıyor. Almanızı tavsiye ederim.,1
6792,"Bu çantayı bir aydır kullanıyorum,fermuarında hiç bir bozulma ve dikişlerinde hiç bir patlama olmadı,ön gözündeki bölme süper.laptop şarjı,cep telefonu şarjı,mouse,laptop,ufak cd çantasını hiç bir şişme olmadan sığdırabiliyorum.Hiç düşünmeden sepete ekleyin.",1
6793,Ürünü yaklaşık 1 haftadır kullanıyorum. Telefon metal kasa ve çok ince eline alan çok beğeniyor. Ürünün şarjı çok iyi gidiyor ilk kullanımımda 8 saat ekran süresi aldım. Hızlı şarj özelliği gerçekten kullanışlı. Ekran boyutu bence çok büyük ve 1080p olduğundan pikseller göze geliyor(önceki telefonum lg g3) höperlörden yüksek ve berrak bir ses çıkıyor fakat baslar o kada iyi değil,1
6794,"aldığımdan bu yana hiç bir sorun yaşamadım.ve kullanımı kolay. hız ve bağlantı güzel, düşünen arkadaşlar düşünmeyin diyorum. teşekkürler hepsiburada.com ailesi",1
6795,"EVET KÜÇÜCÜK SAĞLAM VE KULLANIŞLI FİYATI ÇOK ÇOK İYİ,16 GB KAPASİTE ÇOK İŞE YARAR,3 TANE ALDIM İHTİYACI OLAN BU FİYATA KAÇIRMSIN DERİM,BİDE UCUNDA KAPAK OLSA SÜPER OLURMUŞ.",1
6796,F/P olarak 2017 yılı olmasına rağmen hala en iyi SSD.,1
6797,Ürün bugün elime geçti kargo hızlıydı ürün beklediğim gibi güzeldi artılarını zaten ürün özelliklerinde görüyorsun bana göre bu özelliklerin tamamı artı fakat eksi yanına gelirsek usb bağlantı kablosu kutu içerisinde yoktu ama hepsiburada'nın müşterilerine bir jest yapmasını beklerdim yani usb kablosunu hediye gönderebilirdi sonuçta 50 liralık ürün almıyoruz bunun dışında herşey mükkemmel bunun için bir yıldız kırılırmı bana göre evet yine de teşekkürler hepsiburada.,1
6798,guzel urun isinma yapmiyor xbox ta harici olarak kullaniyorum,1
6799,Yazıcıyı alalı 1 ay oldu gayet kaliteli ve kullanışlı bir ürün.,1
6800,"Gayet iyi, sorunsuz.Gerçek 32GB. Teşekkürler.",1
6801,Çok güzel bir ürün,1
6802,zaten markasından da belli oluyor. çok güzel ve kullanışlı. bu kalite bu fiyata. diyecek birşey yok hepsi burada farkı. teşekkürler hepsi burada...,1
6803,"bu kadar küçük olabileceğine inanmıyordum, şuan kullandığım anahtarlıktan daha küçük, gümüş renkte metal kaplı, yalnız USBnin giriş-çıkışı diğerlerine göre biraz zor oluyor ilerde yalama olursa kolaylaşır, yazma hızı 14-16 Mb/sn.",1
6804,Bi sikinti cikmadi. Taktim direk kullandim,1
6805,"Küçük ufak bir yazıcı kurulumu çok basit ofis için aldım ben biraz sesli çalışıyor. Bundan önce hp vardı o daha sessiz çalışıyordu. Bir de sadece dilekçe çıkartıyorum ben, çok az bir pikselleşme fark ettim ancak ayarlarından çözünürlüğü 600dpı değil 1200dpı yapınca o da gitti. Hiç bir sıkıntısı yok. İlk çıktıları gönderdiğinizde 8-10 saniye arasında algılıyor ancak sıralı olarak yazdırınca sayfayı 2,5-3saniyede çıkartıyor. Wi-fi var diye aldım ancak henüz bağlamaya vaktim olmadı usb üzerinden bağlanıyorum. Sesi biraz falz yoksa çok gzüel yazıcı.",1
6806,"Ürünü alalı yaklaşık olarak 10gün oldu bu süre zarfında telefonu enine boyuna inceleme fırsatım oldu.Bu incelemelerimi sizlerle paylaşmak isterim. Telefonun olumlu yönlerini yazmayacağım sizlere çünkü birçok yönden piyasada yer alan telefonlara nazaran üstün özelliklere sahip. Olumsuz gördüğüm birkaç yönünü sizlerle paylaşayım 1-Telefona fazla uygulama yüklediğinizde (bu uygulamaları hafıza kartına yükle olarak söylüyorum) telefon malesef açılmıyor.Telefonu tekrar açmak için pili çıkartıp tekrar başlatmadan önce hafıza kartını telefondan çıkarmanız gerekiyor.Aksi halde Nokia yazısı telefonda bir süre sabit kaldıktan sonra telefon kapanıyor. 2-Telefonun dokunmatik özelliği malesef çok hassas değil.Yani dokunmatik değil basmatik.Ancak fazla baskı uygulamaya da gerek bırakmayacak kadar hassas.Kısacası alışıncaya kadar zor alıştıktan sonra ise gayet kullanımı rahat birhal alıyor. 3-Telefonun orjinal hafızası az, bazı uygulamaları telefon üzerinden çalıştıramıyoruz. 4-Malesef kamerası gece ve yetersiz ışıklı ortamlarda iyi sonuçlar vermiyor.Dış mekanlarda ise yeterli ışıklı ortamlarda sonuçlar daha iyi oluyor.Fotoğrafı çekerken mümkün olduğu kadar oynatmadan çekim yapmak fotoğrafın kalitesini ciddi oradanda arttırıyor. 5-Telefonun giriş ekranında daha fazla uygulamalı görsellik olabilirdi çok sade olmuş.Yüklenebilecek yan uygulamalarla bu sorunu halledebilirsiniz. 6-Telefonda aynı anda 3-4 uygulama açık olduğunda telefon ciddi oradanda yavaşlıyor pek olumsuz bir yön olarak sayılamaz ancak yinede daha performaslı olabilirdi. 7-Hafıza kartı,sim kart ve usb giriş bölümlerinin plastikleri bana kalitesiz geldi sık kullanım sonucu çabuk deforme olabilecek yapıya sahipler. Bu kadar olumsuz yönlerini alacak arkadaşları aydınlatması için yazdım. Bunun dışında pek çok olumlu yanı ve fiyat olarak da çok makul bir seviyede olması nedeniyle ben aldığım için hiç pişman değilim. İhtiyaçlara göre bu tarz bir telefon almayı düşünenler için şiddetle tavsiye edebileceğim bir",1
6807,çok begendim herkese tavsiye ederim.,1
6808,"Çıktı kalitesi, hızı ve fiyatı muhteşem. HB'ye teşekkürler...",1
6809,Telefonu alalı 2 ay kadar oldu. buradan almıştım. piyasada araştırdım ve en uygun yer burasıydı. süper hızlı gönderi sayesinde ertesi gün elime ulaştı. teşekkürler. telefona gelince fiyat olarak elbette yüksek gibi görünebilir fakat aslında fiyatı gayet uygun. telefondan yana hiçbir problem yaşamadım. mesaj çekerken çok uzun mesaj olunca çok aşırı yavaşlamalar başlıyor. Kendi kulaklığı ile ses çok yüksek çıkmıyor fakat benim için yeterli. kamera ve fotoğraf çekimi ise bence bir telefon için mükemmel. kesinlikle tavsiye edilebilecek ve aldıktan sonra asla pişman olunmayacak bir telefon.,1
6810,Ürünüm zamanında ve düzgün teslim edildi.,1
6811,ürün gayet başarlı fakat karga pek içi açıci değil.,1
6812,Mükemmel ürün için tşk,1
6813,"Kullanışlı,tasarımı mükemmele yakın,dokunmatik,geniş ekran,geniş ekran olduğundan oyunlar,resimler ve videolar çok iyi izlenebiliyor.Bu paraya kutusun dan telefonun orijinal kılıfi neden çıkmaz anlayamıyorum.Sesi iyi düzeyde.Müzik dinlerken bataryasının fazla dayanmadığı kanısındayım.Resim ve video görüntüleri gayet iyi.Bir aydır kullanıyorum.Tavsiye ederim.",1
6814,çizim yaparken tıklayınca duyduğum tık tık sesi beni bile rahatsız etmeye başlamıştı eski mause umda. Bunda da tıklama sesi var ama çevreye yayılmayacak kadar çok tok bir ses. iki adet dpi ayarı da var.,1
6815,"muhteşem bir urun, asus K56CB laptop'ıma aldım, 5 yıllık bılgısyarım 90 sn acılıyordu artık 25sn acılıyor, uyku modunda 10 sn cıkardı artık 1 sn cıkıyor. ınanılmaz hızlı... en az 5 yıl daha ınsallah ıdare ederım bu bılgısayarla... super... eskı bılgısayarlarını canlandırmak ısteyenlere muhtesem bır urun. bunun yanında CDROM surucusu de alın (Frisby FA-7832NF Notebook Extra SATA HDD Yuvası (9.5mm)), kalınlıgına dıkkat edın, (12.9mm kalın bılgısayarlar ıcın 9.5mm daha ınceler için. )) cıkan harddıskı de bu surucuye takın, orjınal wındows ıle ılgılı endıselenmeyın, wındows surumu aynı olan wındowsu ındırın usb yukleyın kurun wındows onlıne onaylıyor. ayrıca 124 gb yetmez, guncellemelerle 120 gb gecıyor toplam alan wındows ıcın sonra temızleyebılıyorsunuz ama sıkıntı olur almısken 240 gb alın mutlaka, 500 luk olsa daha ıyı olur ama zaten cıkanı takacagınız ıcın sıkıntı olmaz.",1
6816,indirimdeydi aldığımda beklediğimden çok küçük çıktı. Hızı gayet iyi. Çok sağlam bir yapısı var kırılma bükülme neredeyse mümkün deil. Herkeze tavsiye ederim.,1
6817,Ürünün metal yapıda olması çok iyi. Sağlamlığı sayesinde anahtarlığa takarak rahatlıkla kullanabilirsiniz. USB 2.0 hızında çalışması sebebiyle hız bakımından çok büyük beklentiniz olmasın.,1
6818,kalitesiyle beklentimin üstünde,1
6819,"güzel bir telefon özellikleri, kullanımı v.s.telefonu aldığımdan beri hiç pişman olmadım aksine iyiki almışım dedim hep. fakat internet kullanıcıları için idaal deyildir yavaş bir işletimi var bunun yanı sıra kulaklığı çabuk bozuluyo en azından benimki öyle oldu. gece fotoğraf ve video çekimi zayıf. bunlaraa rağmen tavsiye ederim kesinlikle..",1
6820,Siparişim 1 günde kapıma geldi. Saniyeler içinde kurulumunu yaptım ve şu an daha önce internetin hiç çekmediği evin kör noktasından yorum yazıyorum. Ürün bir harika hepsi burada dahada harika. Teşekkürler...,1
6821,"ürün gayet iyi, teslimat da çok hızlı, mükemmel.",1
6822,Gayet hızlı. Menzili yüksek. Tasarımı güzel. Win10'da kurulumu biraz sorunlu olabiliyor ama çok da uğraştırmıyor 2 kere restart atmak gerekti.,1
6823,anahtarlıkta taşımak için ideal boyutta. hızlı bağlantı imkanı da sağlıyor. bu fiyata alınacak bir ürün. kablosuz mouse kitİ kadar küçük bir cihaz,1
6824,Fiyatına göre harika sağ ele tam oturuyor pil kullanım süresi de güzel sessiz tıklama gerçekten sessiz eksik bir yanını göremedim tavsiye edilir.,1
6825,güzel bir ürün fiyatına göre. tavsiye ederim...,1
6826,aldığım dan beri bir sorunla karşılaşmadım özelikleri bakımndan diğer bütün telefonlara göre iyi telefon tavsiye ederim bu fiyata bu telefonu kaçırmayın bence...,1
6827,Hızlı kargo sorunsuz ürün teşekkürler,1
6828,"ürün aynı gün kargoya verildi, aksaklık yaşamadım. ürün beklediğimden iyi çıktı. bu fiyata philips markayı bulmak zor. çok da güzel paketlenmişti. teşekkür ediyorum.",1
6829,Fiyat performans ürünü,1
6830,"Ürün bugün elime ulaştı, tasarımı oldukça şık biraz ağır (cepte taşımak rahatsız edebilir) Eksileri ürün yanında iphone için şarj etme başlığı olmaması ve doğal olarak aletin şarj olması uzun sürüyor. Onun haricinde boyut tasarım kapasite ve kalite oldukça iyi işe yaramaz ürünlere para verip bir süre sonra atacağınıza bir kere sağlam bir ürün almak mantıklı",1
6831,Gigablue uydu alıcım için aldım. Bugün geçti elime. Kolayca ayarları yaptım sorunsuz kullanıyorum şu an. Linux cihazlar için korkmadan alın derim. Fiyat/performans 5 yıldız.,1
6832,Ürün çok güzel çekim kalitesi gayet iyi yorumlarda kötü diyenler var ama onların sorunları modemlerinden olabilir belki modemleri fazla çekim alanı yoktur ama benim modemim iyiydi bunu masaüstü bilgisayara takınca alt kattaki modemi 1 çizgi eksikle çekiyor bu ürünü ben masaüstü bilgisayarım için aldım ama dizüstü bilgisayarlarda iyi midir bilmem ama dizüstü bilgisayarlar için bence gereksiz ama masaüstü bilgisayarlarda hem kablo çekmekten kurtuluyorsunuz hemde kablo karışıklığı olmuyor içinden çıkan usb uzatma kablosuda gayet iyi herkese tavsiye ederim.,1
6833,Fiyatının hakkını veriyor.kolay kurulum kablosuz oluşu ve fiyatın da uygun olması süper bişey alın kulanın çok güzel bir ürün.tşkler hepsiburada,1
6834,beklentilerimi karşılıyor bu fiyata güzel ürün metal kayış satışını bekliyorum,1
6835,"Gayet başarılı, kurulumu kolay, kendi wifi ağınıza varsayılan olarak RPT tilavesi getiriyor , aldığıma memnunum, tavsiye edilir.",1
6836,"Ürünü alalı 8 ay kadar oldu, aldığım günden beri kullanıyorum. İster müzik dinleyin ister sesli görüşme yapın. Philips oluşu bile yeterince fikir ve güven veriyor.",1
6837,"merhaba arkadaşlar, öncelikle ürün küçük olduğu için kaybetmemeye özen gösterin derim ben:) bunu söyledikten sonra gelelim ürünle ilgili düşüncelerime. belleği elime ilk aldığımda sağlamlığını hissettim metalik kasası olası düşmelere karşı gerçekten güven veriyordu. birkaç düşürmeden sonra gerçekten sağlam olduğunu anladım :) belleğe ilk yazma işleminde yavaş olduğunu düşünüyordum. fakat belleğin biçimlendirme tipinin fat32 olduğunu görünce ondan kaynaklandığını anladım. o yüzden hemen ntfs dosya sistemi olarak formatladım ve okuma/yazma hızındaki büyük artışa şait oldum. fiyat olarak belki daha cazip ürünler bulmama rağmen bu ürünü seçtiğim için gayet memnunum..",1
6838,Modem evin bir ucunda diğer ucunda oda da çekmiyordu bu cihazı aldım ve evin ortasına yani hole koydum diğer çekmeyen odalar da çekmeye başladı. Ürün benim işimi gördü. Ev 120 m2,1
6839,fiyat/performans. aynı gün kargo tşk,1
6840,"Ürün tam bir Xiaomi kalitesinde değildi bana göre çünkü şarj soket kısımlarında hafif kaymalar vardı, birde çizilme olayı canınızı sıkabilir çünkü çok kolay çiziliyor.",1
6841,Çok güzel tavsiye ederim,1
6842,Aslında bu fiyata bu kadar kaliteli bir ürün alabileceğimi düşünmemiştim. Ürün beklediğimde daha iyi çıktı. Bu ürünü almayı düşünenler gönül rahatlığıyla alabilirler,1
6843,gerçekten faydalı bütün 8gb lik flashlar içinde en uygunu bu şeklide güzel alınması tavsiye edilir. eğer flash almak isteyen biri varsa bunu alabilir.,1
6844,Çok kaliteli bir ürün. Ele çok iyi oturuyor.,1
6845,Eminim daha kalitelisi daha ucuza bulunamaz.,1
6846,"ürünün kalitesi ile ilgili birşey demeye gerek yok, piyasadaki mouse ebatlerı düşünüldüğünde büyüklüğü konusunda orta boy denilebilir.. benim için ideal olanı da bu zaten, el ile kolayca kavranabiliyor ve tasarımı da gayet şık",1
6847,masaüstü pc ime kablosuz bağlanmak için tplink modemle beraber bu cihazı aldım gayet iyi kopma sorunu olmadı hiç ne diyeyim fazla düşünmeye gerek yok bence,1
6848,İyi,1
6849,hızlı kargo için öncelikle teşekkür ederim ürün ürün çok hassas ve bekledigim den çok iyi,1
6850,Ürün istediğim gibi geldi. Gayet iyi bir şekilde sarılmış ve hiç hasar yoktu. Üründen çok memnunum.,1
6851,"kulaklığı cebinizden çıkardığınızda bile kolayca kendinden açılıyor, sizi uğraştırmadan düğüm olmadan çözülüyor. tavsiye ederim pişman etmez ve ses kalitesi de çok iyi, kulağa tam oturuyor ağrı yapmıyor.",1
6852,beklediğim boyuttan daha küçük. tek eksisi tek çıkış olması. onun dışında mükemmel.,1
6853,Gayet güzel ürün,1
6854,ARKADAŞLAR SANIRIM HERKES KULAKLIĞIN ÜZERİNDE YER ALAN KIRMIZI TUŞA BASILDIĞI ZAMAN SON ARANAN NUMARANIN ARANDIĞINDAN ŞİKAYETÇİ OLMUŞ BU TELEFONUN MENÜSÜNDEN KAPATILABİLECEK BİR ÖZELLİK KULAKLIKLA İLGİLİ BİR PROBLEM DEĞİL.CEP TELEFONU MENÜSÜNDEN AKSESUAR AYARLARINA GİREREK ARAMA İZNİNİ HAYIR YAPARSANIZ ARAMA YAPMIYOR BİR SENEDİR KENDİM KULLANIYORUM BENCE KUSURSUZ BİR CİHAZ GEÇEN GÜN ARKADAŞLARIMA İKİ ADET DAHA ALDIM,1
6855,ürün çok ama çok güzel bir tasarım ben begendim bir sıkıntısını görmedim suana kadar cihaz 24 saat acık dısarda olupda yazıcıdan bir sey cıkartmak istiyosanız mail atmanız yeterli tık cıktısını alırsınız,1
6856,"Tek kelime ile harike ürün, aynı gün kargo fiat uygun düşünmeden alın derim pc arkasında hiç görünmüyor tak ve unut",1
6857,Yazma hızı yavaş ama şu ana kadar bir sorun çıkarmadı. Fiyata göre iyi performans gösteriyor.,1
6858,Bazıları ürün hakkında olumsuz birtakım şeyler yazmışlar ama heralde onların üründen bekledikleri güçlü bir access point kadar verimli çalışması. Ben bu ürünü kablosuz internet özelliği olmayan cihazla için çok iyi ve fiyatını da gayet makul buluyorum. 150 mbpse kadar desteklemesi de fibernet altyapısı olan yerler için gayet iyi bir özellik. Ben masaüstü bilgisayarım için aldım ve laptopum kadar güzel çekiyor üründen çok abartılı bir şey beklemediğim için gayet memnunum.,1
